;proceedings:ID;address:string;author:string[];booktitle:string;cite:string[];cite-label:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string;isbn:string[];isbn-type:string[];journal:string;key:string;mdate:date;note:string[];note-type:string;number:string;pages:string;publisher:string[];publisher-href:string;publtype:string;school:string;series:string[];series-href:string[];sub:string;sup:string[];title:string;url:string[];volume:string;year:int
11597;6526103;;;RESS;;;;;https://ieeexplore.ieee.org/xpl/conhome/6035843/proceeding|https://www.computer.org/csdl/proceedings/ress/2011/0941/00/index.html;;;978-1-4577-0939-5;;;conf/re/2011ress;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Requirements Engineering for Systems, Services and Systems-of-Systems (RESS), 2011 Workshop on, Trento, Italy, August 30, 2011;db/conf/re/ress2011.html;;2011
48717;8805519;;;Ada-Europe;;;Juan Antonio de la Puente|Michael González Harbour;0000-0002-7673-9835;https://doi.org/10.1007/3-540-48753-0;;;3-540-66093-3;;;conf/adaEurope/1999;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Reliable Software Technologies - Ada-Europe '99, 1999 Ada-Europe International Conference on Reliable Software Technologies, Santander, Spain, June 7-11, 1999, Proceedings;db/conf/adaEurope/adaEurope1999.html;1622;1999
29604;7685860;;;FNC/MobiSPC;;;Elhadi M. Shakshuki;;https://www.sciencedirect.com/science/journal/18770509/94;;;;;;conf/fnc/2016;2021-07-08;;;;;Elsevier;;;;Procedia Computer Science;db/series/procedia/index.html;;;The 11th International Conference on Future Networks and Communications (FNC 2016) / The 13th International Conference on Mobile Systems and Pervasive Computing (MobiSPC 2016) / Affiliated Workshops, August 15-18, 2016, Montreal, Quebec, Canada;db/conf/fnc/fnc2016.html;94;2016
40983;8346855;;;WMC-CdeA;;;Arto Salomaa|Claudio Zandron|Gheorghe Paun|Grzegorz Rozenberg;;https://doi.org/10.1007/3-540-36490-0;;;3-540-00611-7;;;conf/wmp/2002;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Membrane Computing, International Workshop, WMC-CdeA 2002, Curtea de Arges, Romania, August 19-23, 2002, Revised Papers;db/conf/wmp/wmc2002.html;2597;2003
8473;6350490;;;NETWORKING Workshops;;;Enrico Gregori|Fabio Panzieri|Gian Pietro Picco|Gianpaolo Cugola|Ludmila Cherkasova;;https://doi.org/10.1007/3-540-45745-3;;;3-540-44177-8;;;conf/networking/2002w;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Web Engineering and Peer-to-Peer Computing, NETWORKING 2002 Workshops, Pisa, Italy, May 19-24, 2002, Revised Papers;db/conf/networking/networking2002w.html;2376;2002
38837;8253831;;;DCI@INTERACT;;;Jürgen Ziegler 0001|Paloma Díaz|Steffen Lohmann|Tim Hussein;;http://ceur-ws.org/Vol-817|https://nbn-resolving.org/urn:nbn:de:0074-817-4;oa;;;;;conf/interact/2011dci;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the International Workshop on Data-Centric Interactions on the Web, Lisbon, Portugal, Sep 6, 2011;db/conf/interact/dci2011.html;817;2011
12506;6602798;;;ICALP;;;Thomas Ottmann;;https://doi.org/10.1007/3-540-18088-5;;;0-387-18088-5|3-540-18088-5;;;conf/icalp/1987;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Automata, Languages and Programming, 14th International Colloquium, ICALP87, Karlsruhe, Germany, July 13-17, 1987, Proceedings;db/conf/icalp/icalp87.html;267;1987
24072;7354680;;;DiSS;;;;;http://www.isca-speech.org/archive_open/diss_01/;oa;;;;;conf/diss/2001;2021-02-05;;;;;ISCA;;;;;;;;ISCA Tutorial and Research Workshop (ITRW) on Disfluency in Spontaneous Speech, DiSS '01, Edinburgh, Scotland, UK, August 29-31, 2001;db/conf/diss/diss2001.html;;2001
17302;6943223;;;ICAC;;;Xiandong Ma;;https://ieeexplore.ieee.org/xpl/conhome/8742895/proceeding;;;978-1-86220-341-9;;;conf/iconac/2018;2019-10-16;;;;;IEEE;;;;;;;;24th International Conference on Automation and Computing, ICAC 2018, Newcastle upon Tyne, United Kingdom, September 6-7, 2018;db/conf/iconac/iconac2018.html;;2018
36266;8087703;;;TINLAP;;;Bonnie Nash-Webber|Roger C. Schank;;https://aclanthology.org/T75-2000/|https://aclanthology.org/volumes/T75-2/;oa|oa;;;;;conf/tinlap/1975;2021-08-06;;;;;;;;;;;;;Theoretical Issues in Natural Language Processing, TINLAP 1975, Cambridge, MA, USA, June 10-13, 1975;db/conf/tinlap/tinlap1975.html;;1975
35726;8062968;;;TIME;;;Jef Wijsen|Sven Schewe|Thomas Schneider 0002;;http://www.dagstuhl.de/dagpub/978-3-95977-052-1;oa;;978-3-95977-052-1;;;conf/time/2017;2020-02-11;;;;;Schloss Dagstuhl - Leibniz-Zentrum für Informatik;;;;LIPIcs;db/series/lipics/index.html;;;24th International Symposium on Temporal Representation and Reasoning, TIME 2017, October 16-18, 2017, Mons, Belgium;db/conf/time/time2017.html;90;2017
31717;7808865;;;SAR;;;Francesco Posa;;https://www.spiedigitallibrary.org/conference-proceedings-of-SPIE/4883.toc;;;9780819446657;;;conf/sar/2002;2018-09-20;;;;;SPIE;;;;SPIE Proceedings;;;;SAR Image Analysis, Modeling, and Techniques V, International Symposium on Remote Sensing, Crete, Greece, 23-27 September 2002;db/conf/sar/sar2002.html;4883;2002
23335;7292844;;;NIME;;;;;http://www.nime.org/archive/?mode=ylist&y=2007|https://doi.org/10.1145/1279740;;;;;;conf/nime/2007;2018-11-06;;;;;nime.org;;;;;;;;The Seventh International Conference on New Interfaces for Musical Expression, NIME 2007, New York City, USA, June 6-10, 2007;db/conf/nime/nime2007.html;;2007
31913;7822185;;;COLING;;;;;https://aclanthology.org/C65-1000/|https://aclanthology.org/volumes/C65-1/;oa|oa;;;;;conf/coling/1965;2021-08-06;;;;;;;;;;;;;First International Conference on Computational Linguistics, COLING 1965, New York, USA, 1965;db/conf/coling/coling1965.html;;1965
23365;7294539;;;JFPLC;;;Jean-Louis Imbert;;;;;2-86601-544-4;;;conf/jfplc/1996;2004-05-27;;;;;Hermes;;;;;;;;JFPLC'96, Cinquièmes Journées Francophones de Programmation Logique et Programmation par Contraintes, 5-7 juin 1996, Clermont-Ferrand, France;db/conf/jfplc/jfplc1996.html;;1996
48631;8802203;;;EuroPLoP;;;Alan O'Callaghan|Christa Schwanninger|Jutta Eckstein;;;;;978-3-87940-784-2;;;conf/europlop/2002;2011-11-29;;;;;UVK - Universitaetsverlag Konstanz;;;;;;;;Proceedings of the 7th European Conference on Pattern Languages of Programms (EuroPLoP '2002), Irsee, Germany, July 3-7, 2002.;db/conf/europlop/europlop2002.html;;2003
574;2180939;;;Trans. Aspect-Oriented Software Development VI;;;Harold Ossher|Jean-Marc Jézéquel|Robert B. France|Shmuel Katz;;https://doi.org/10.1007/978-3-642-03764-1;;;978-3-642-03763-4;;;journals/taosd/2009-6;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Transactions on Aspect-Oriented Software Development VI, Special Issue on Aspects and Model-Driven Engineering;db/journals/taosd/taosd6.html;5560;2009
40610;8321822;;;ISPE CE;;;Jianzhong Cha|Josip Stjepandic|Richard Curran|Shuo-Yan Chou|Wensheng Xu;;http://ebooks.iospress.nl/volume/moving-integrated-product-development-to-service-clouds-in-the-global-economy;;;978-1-61499-439-8|978-1-61499-440-4;;;conf/ispe/2014;2015-06-22;;;;;IOS Press;;;;Advances in Transdisciplinary Engineering;;;;Moving Integrated Product Development to Service Clouds in the Global Economy - Proceedings of the 21st ISPE Inc. International Conference on Concurrent Engineering, Beijing Jiaotong University, China, September 8-11, 2014;db/conf/ispe/ispe2014.html;1;2014
37062;8135585;;;ACPR;;;;;https://ieeexplore.ieee.org/xpl/conhome/6777805/proceeding;;;978-1-4799-2190-4;;;conf/acpr/2013;2019-10-16;;;;;IEEE;;;;;;;;2nd IAPR Asian Conference on Pattern Recognition, ACPR 2013, Naha, Japan, November 5-8, 2013;db/conf/acpr/acpr2013.html;;2013
18176;6985502;;;SIGMETRICS;;;Edmundo de Souza e Silva|Margaret Martonosi|Richard R. Muntz;;https://doi.org/10.1145/511334|https://doi.org/10.1145/511399;;;1-58113-531-9;;;conf/sigmetrics/2002;2021-07-30;;;;;ACM;;;;;;;;Proceedings of the International Conference on Measurements and Modeling of Computer Systems, SIGMETRICS 2002, June 15-19, 2002, Marina Del Rey, California, USA;db/conf/sigmetrics/sigmetrics2002.html;;2002
36628;8115367;;;GSB@SIGIR;;;Jaap Kamps|Marti A. Hearst|Omar Alonso;;http://ceur-ws.org/Vol-1393|https://nbn-resolving.org/urn:nbn:de:0074-1393-6;oa;;;;;conf/sigir/2015gsb;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the First International Workshop on Graph Search and Beyond, GSB 2015, co-located with The 38th Annual SIGIR Conference (SIGIR'15), Santiago, Chile, August 13th, 2015.;db/conf/sigir/gsb2015.html;1393;2015
32429;7853604;;;ICWE;;;David B. Lowe|Martin Gaedke;;https://doi.org/10.1007/978-3-540-31484-4;;;3-540-27996-2;;;conf/icwe/2005;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Web Engineering, 5th International Conference, ICWE 2005, Sydney, Australia, July 27-29, 2005, Proceedings;db/conf/icwe/icwe2005.html;3579;2005
16225;6874080;;;ROCLING;;;;;https://aclanthology.org/O07-1000/|https://aclanthology.org/volumes/O07-1/;oa|oa;;;;;conf/rocling/2007;2021-08-06;;;;;Association for Computational Linguistics and Chinese Language Processing (ACLCLP), Taiwan;;;;;;;;Proceedings of the 19th Conference on Computational Linguistics and Speech Processing, ROCLING 2007, Taipei, Taiwan, ROC, September 6-7, 2007;db/conf/rocling/rocling2007.html;;2007
12405;6596371;;;ICDSST;;;Christian Colot|Isabelle Linden|Shaofeng Liu;;https://doi.org/10.1007/978-3-319-57487-5;;;978-3-319-57486-8|978-3-319-57487-5;;;conf/ewgdss/2017;2017-05-18;;;;;Springer;;;;Lecture Notes in Business Information Processing;db/series/lnbip/index.html;;;Decision Support Systems VII. Data, Information and Knowledge Visualization in Decision Support Systems - Third International Conference, ICDSST 2017, Namur, Belgium, May 29-31, 2017, Proceedings;db/conf/ewgdss/icdsst2017.html;282;2017
23913;7338793;;;ECCE;;;Anke Dittmar|Peter Forbrig;;;;;978-1-4503-1029-1;;;conf/ecce/2011;2011-12-06;;;;;Universitätsdruckerei Rostock, Germany / ACM;;;;;;;;ECCE 2011 - European Conference on Cognitive Ergonomics, Rostock, Germany, August 24-26, 2011, Proceedings of the 29th annual conference of the European Association of Cognitive Ergonomics.;db/conf/ecce/ecce2011.html;;2011
12072;6578538;;;POPL;;;Alfred V. Aho|Barry K. Rosen|Stephen N. Zilles;;http://dl.acm.org/citation.cfm?id=567752;;;;;;conf/popl/79;2012-05-21;;;;;ACM Press;;;;;;;;Conference Record of the Sixth Annual ACM Symposium on Principles of Programming Languages, San Antonio, Texas, USA, January 1979;db/conf/popl/popl79.html;;1979
26233;7468139;;;ARTComE;;;;;http://www.computer.org/csdl/proceedings/artcom/2009/3845/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/5327739/proceeding;;;978-0-7695-3845-7;;;conf/artcom/2009;2019-10-16;;;;;IEEE Computer Society;;;;;;;;ARTCom 2009, International Conference on Advances in Recent Technologies in Communication and Computing, Kottayam, Kerala, India, 27-28 October 2009;db/conf/artcom/artcom2009.html;;2009
3317;6016676;;;SimVis;;;Bernhard Preim|Heidrun Schumann|Thomas Schulze 0001;;;;;3-936150-50-8;;;conf/simvis/2007;2017-06-01;;;;;SCS Publishing House e.V.;;;;;;;;Simulation und Visualisierung 2007 (SimVis 2007), 8-9 März 2007, Magdeburg;db/conf/simvis/simvis2007.html;;2007
47584;8703662;;;ASPLOS;;;Douglas W. Clark|Forest Baskett;;https://doi.org/10.1145/195470|https://doi.org/10.1145/195473|https://doi.org/10.1145/381792;;;0-89791-660-3;;;conf/asplos/1994;2021-07-07;;;;;ACM Press;;;;;;;;ASPLOS-VI Proceedings - Sixth International Conference on Architectural Support for Programming Languages and Operating Systems, San Jose, California, USA, October 4-7, 1994.;db/conf/asplos/asplos94.html;;1994
33533;7935370;;;PPDP;;;Ricardo Peña|Tom Schrijvers;;http://dl.acm.org/citation.cfm?id=2505879;;;978-1-4503-2154-9;;;conf/ppdp/2013;2013-09-19;;;;;ACM;;;;;;;;15th International Symposium on Principles and Practice of Declarative Programming, PPDP '13, Madrid, Spain, September 16-18, 2013;db/conf/ppdp/ppdp2013.html;;2013
36254;8087402;;;IIMSS;;;Giuseppe De Pietro|Lakhmi C. Jain|Ljubo B. Vlacic|Luigi Gallo|Robert J. Howlett;;https://doi.org/10.1007/978-3-319-92231-7;;;978-3-319-92230-0|978-3-319-92231-7;;;conf/iimss/2018;2020-09-17;;;;;Springer;;;;Smart Innovation, Systems and Technologies;db/series/sist/index.html;;;Intelligent Interactive Multimedia Systems and Services, Proceedings of 2018 Conference, KES IIMSS 2018, Gold Cost, Australia, 20-22 June 2018, Proceedings;db/conf/iimss/iimss2018.html;98;2019
47174;8685421;;;AmI;;;Boris E. R. de Ruyter|Ioannis Chatzigiannakis|Irene Mavrommati;;https://doi.org/10.1007/978-3-030-34255-5;;;978-3-030-34254-8|978-3-030-34255-5;;;conf/ami/2019;2019-11-07;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Ambient Intelligence - 15th European Conference, AmI 2019, Rome, Italy, November 13-15, 2019, Proceedings;db/conf/ami/ami2019.html;11912;2019
18372;6997246;;;PDCS;;;Ghulam Chaudhry|Soo-Young Lee;;;;;978-1-880843-64-2;;;conf/ISCApdcs/2007;2021-08-09;;;;;ISCA;;;;;;;;Proceedings of the ISCA 20th International Conference on Parallel and Distributed Computing Systems, September 24-26, 2007, Las Vegas, Nevada, USA;db/conf/ISCApdcs/ISCApdcs2007.html;;2007
14214;6746822;;;IVA;;;Dirk Heylen|Joost Broekens|Willem-Paul Brinkman;0000-0001-8485-7092;https://doi.org/10.1007/978-3-319-21996-7;;;978-3-319-21995-0;;;conf/iva/2015;2020-12-29;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Intelligent Virtual Agents - 15th International Conference, IVA 2015, Delft, The Netherlands, August 26-28, 2015, Proceedings;db/conf/iva/iva2015.html;9238;2015
27287;7516777;;;IDA;;;Allan Tucker|David John Weston|Niall M. Adams;;https://doi.org/10.1007/978-3-319-68765-0;;;978-3-319-68764-3|978-3-319-68765-0;;;conf/ida/2017;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Intelligent Data Analysis XVI - 16th International Symposium, IDA 2017, London, UK, October 26-28, 2017, Proceedings;db/conf/ida/ida2017.html;10584;2017
38234;8211776;;;Performance Engineering;;;Andreas Schmietendorf|André Scholz|Claus Rautenstrauch|Reiner R. Dumke;;https://doi.org/10.1007/3-540-45156-0|https://www.wikidata.org/entity/Q57568968;;;3-540-42145-9;;;conf/pe/2001;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Performance Engineering, State of the Art and Current Trends;db/conf/pe/pe2001.html;2047;2001
23936;7339632;;;SACMAT;;;Jorge Lobo 0001|Peng Liu 0005|Scott D. Stoller;;https://doi.org/10.1145/3381991;;;978-1-4503-7568-9;;;conf/sacmat/2020;2020-06-14;;;;;ACM;;;;;;;;Proceedings of the 25th ACM Symposium on Access Control Models and Technologies, SACMAT 2020, Barcelona, Spain, June 10-12, 2020.;db/conf/sacmat/sacmat2020.html;;2020
47571;8703314;;;ASPLOS;;;David R. Ditzel|Lloyd Dickman;;https://doi.org/10.1145/800050|https://doi.org/10.1145/960120|https://doi.org/10.1145/964750;;;0-89791-066-4;;;conf/asplos/1982;2021-07-07;SIGARCH Computer Architecture News 10(2), SIGPLAN Notices 17(4);;;;ACM Press;;;;;;;;Proceedings of the Symposium on Architectural Support for Programming Languages and Operating Systems, Palo Alto, California, USA, March 1-3, 1982.;db/conf/asplos/asplos82.html;;1982
7000;6226103;;;CRiSIS;;;Axel Legay|Frédéric Cuppens|Jean-Louis Lanet|Nora Cuppens;;https://doi.org/10.1007/978-3-319-54876-0;;;978-3-319-54875-3;;;conf/crisis/2016;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Risks and Security of Internet and Systems - 11th International Conference, CRiSIS 2016, Roscoff, France, September 5-7, 2016, Revised Selected Papers;db/conf/crisis/crisis2016.html;10158;2017
31068;7761176;;;;;;Andrzej Czyzewski|Andrzej Dziech;0000-0001-9159-8658;https://doi.org/10.1007/978-3-642-38559-9;;;978-3-642-38558-2;;;conf/mcss2/2013;2020-03-27;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Multimedia Communications, Services and Security - 6th International Conference, MCSS 2013, Krakow, Poland, June 6-7, 2013. Proceedings;db/conf/mcss2/mcss2013.html;368;2013
45036;8567202;;;FTDCS;;;;;http://www.computer.org/csdl/proceedings/ftdcs/2003/1910/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/8565/proceeding;;;0-7695-1910-5;;;conf/ftdcs/2003;2019-10-16;;;;;IEEE Computer Society;;;;;;;;9th IEEE International Workshop on Future Trends of Distributed Computing Systems (FTDCS 2003), 28-30 May 2003, San Juan, Puerto Rico, Proceedings;db/conf/ftdcs/ftdcs2003.html;;2003
19807;7093587;;;eBISS;;;Esteban Zimányi;;https://doi.org/10.1007/978-3-319-05461-2;;;978-3-319-05460-5;;;conf/ebiss/2013;2017-05-26;;;;;Springer;;;;Lecture Notes in Business Information Processing;db/series/lnbip/index.html;;;Business Intelligence - Third European Summer School, eBISS 2013, Dagstuhl Castle, Germany, July 7-12, 2013, Tutorial Lectures;db/conf/ebiss/ebiss2013.html;172;2014
36808;8122777;;;ASICON;;;Fan Ye|Ting-Ao Tang;;https://doi.org/10.1109/ASICON52560.2021;;;978-1-6654-3867-4;;;conf/asicon/2021;2021-12-06;;;;;IEEE;;;;;;;;14th IEEE International Conference on ASIC, ASICON 2021, Kunming, China, October 26-29, 2021;db/conf/asicon/asicon2021.html;;2021
9197;6402019;;;ISMAR;;;;;http://www.computer.org/csdl/proceedings/ismar/2007/1749/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/4509974/proceeding;;;978-1-4244-1749-0;;;conf/ismar/2007;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Sixth IEEE/ACM International Symposium on Mixed and Augmented Reality, ISMAR 2007, 13-16 November 2007, Nara, Japan;db/conf/ismar/ismar2007.html;;2007
17279;6942424;;;Robotics: Science and Systems;;;Hugh F. Durrant-Whyte|José Neira|Yoky Matsuoka;;http://www.roboticsproceedings.org/rss06/;;;978-0-262-51681-5;;;conf/rss/2010;2011-12-18;;;;;The MIT Press;;;;;;;;Robotics: Science and Systems VI, Universidad de Zaragoza, Zaragoza, Spain, June 27-30, 2010;db/conf/rss/rss2010.html;;2011
13019;6683577;;;On Fuzziness (1);;;Claudio Moraga|Enric Trillas|Rudolf Seising|Settimo Termini;;https://doi.org/10.1007/978-3-642-35641-4;;;978-3-642-35640-7;;;conf/birthday/2013zadeh1;2019-04-11;;;;;Springer;;;;Studies in Fuzziness and Soft Computing;db/series/sfsc/index.html;;;On Fuzziness - A Homage to Lotfi A. Zadeh - Volume 1;db/conf/birthday/zadeh2013-1.html;298;2013
10916;6499151;;;APSEC Workshops;;;Karl R. P. H. Leung|Pornsiri Muenchaisri;;https://ieeexplore.ieee.org/xpl/conhome/6462021/proceeding;;;978-1-4673-4930-7;;;conf/apsec/2012w;2019-10-16;;;;;IEEE;;;;;;;;19th Asia-Pacific Software Engineering Conference - Workshops, APSEC 2012, Hong Kong, China, December 4-7, 2012;db/conf/apsec/apsec2012w.html;;2012
28002;7576719;;;SAS;;;Roberto Giacobazzi;;https://doi.org/10.1007/b99688;;;3-540-22791-1;;;conf/sas/2004;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Static Analysis, 11th International Symposium, SAS 2004, Verona, Italy, August 26-28, 2004, Proceedings;db/conf/sas/sas2004.html;3148;2004
45954;8616230;;;IC-AI;;;Hamid R. Arabnia|Youngsong Mun;;;;;1-892512-27-0;;;conf/icai/2002-3;2003-10-31;;;;;CSREA Press;;;;;;;;Proceedings of the International Conference on Artificial Intelligence, IC-AI '02, June 24 - 27, 2002, Las Vegas, Nevada, USA, Volume 3;db/conf/icai/icai2002-3.html;;2002
38054;8203484;;;IC3D;;;;;https://ieeexplore.ieee.org/xpl/conhome/7018214/proceeding;;;978-1-4799-8023-9;;;conf/ic3d/2014;2019-10-16;;;;;IEEE;;;;;;;;2014 International Conference on 3D Imaging, IC3D 2014, Liège, Belgium, December 9-10, 2014;db/conf/ic3d/ic3d2014.html;;2014
766;5864757;;;BTW;;;Erhard Rahm|Gerhard Weikum|Harald Schöning;;https://dl.gi.de/handle/20.500.12116/30047;oa;;3-88579-355-5;;;conf/btw/2003;2021-01-12;;;;;GI;;;;LNI;db/series/lni/index.html;;;BTW 2003, Datenbanksysteme für Business, Technologie und Web, Tagungsband der 10. BTW-Konferenz, 26.-28. Februar 2003, Leipzig;db/conf/btw/btw2003.html;P-26;2003
48743;8806616;;;BIC-TA;;;Cheng He 0001|Hongwei Mo|Linqiang Pan|Yuxin Zhao 0001;;https://doi.org/10.1007/978-981-10-7179-9;;;978-981-10-7178-2|978-981-10-7179-9;;;conf/bic-ta/2017;2021-08-05;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Bio-inspired Computing: Theories and Applications - 12th International Conference, BIC-TA 2017, Harbin, China, December 1-3, 2017, Proceedings;db/conf/bic-ta/bic-ta2017.html;791;2017
10666;6480392;;;DATeCH;;;Apostolos Antonacopoulos|Klaus U. Schulz;;http://dl.acm.org/citation.cfm?id=2595188;;;978-1-4503-2588-2;;;conf/datech/2014;2014-05-22;;;;;ACM;;;;;;;;Digital Access to Textual Cultural Heritage 2014, DATeCH 2014, Madrid, Spain, May 19-20, 2014;db/conf/datech/datech2014.html;;2014
23230;7285937;;;ISCC;;;;;https://doi.org/10.1109/ISCC53001.2021;;;978-1-6654-2744-9;;;conf/iscc/2021;2021-12-17;;;;;IEEE;;;;;;;;IEEE Symposium on Computers and Communications, ISCC 2021, Athens, Greece, September 5-8, 2021;db/conf/iscc/iscc2021.html;;2021
27077;7504198;;;RTCSA;;;;;http://www.computer.org/csdl/proceedings/rtcsa/2009/3787/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/5279621/proceeding;;;978-0-7695-3787-0;;;conf/rtcsa/2009;2019-10-16;;;;;IEEE Computer Society;;;;;;;;15th IEEE International Conference on Embedded and Real-Time Computing Systems and Applications, RTCSA 2009, Beijing, China, 24-26 August 2009;db/conf/rtcsa/rtcsa2009.html;;2009
2862;6000934;;;I-KNOW;;;Stefanie N. Lindstaedt;;http://dl.acm.org/citation.cfm?id=2637748;;;978-1-4503-2769-5;;;conf/iknow/2014;2014-11-11;;;;;ACM;;;;;;;;14th International Conference on Knowledge Management and Data-driven Business, I-KNOW '14, Graz, Austria, September 16-19, 2014;db/conf/iknow/iknow2014.html;;2014
50180;8890735;;;ACL;;;Norman K. Sondheimer;;https://aclanthology.org/P80-1000/|https://aclanthology.org/volumes/P80-1/;oa|oa;;;;;conf/acl/1980;2021-08-06;;;;;ACL;;;;;;;;18th Annual Meeting of the Association for Computational Linguistics, 19-22 June 1980, University of Pennsylvania, Philadephia, Pennsylvania, USA.;db/conf/acl/acl1980.html;;1980
3027;6005569;;;AsiaCCS;;;Dieter Gollmann|Engin Kirda|Giovanni Russello|Steven D. Galbraith|Willy Susilo|Zhenkai Liang;;https://doi.org/10.1145/3321705;;;978-1-4503-6752-3;;;conf/ccs/2019asia;2020-11-10;;;;;ACM;;;;;;;;Proceedings of the 2019 ACM Asia Conference on Computer and Communications Security, AsiaCCS 2019, Auckland, New Zealand, July 09-12, 2019;db/conf/ccs/asiaccs2019.html;;2019
29451;7681632;;;AAAI Spring Symposium: Combining Machine Learning with Knowledge Engineering (1);;;Andreas Martin 0001|Aurona Gerber|Doug Lenat|Frank van Harmelen|Hans-Georg Fill|Knut Hinkelmann|Reinhard Stolle;0000-0001-5076-5341;http://ceur-ws.org/Vol-2600|https://nbn-resolving.org/urn:nbn:de:0074-2600-2;oa;;;;;conf/aaaiss/2020make1;2021-02-08;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the AAAI 2020 Spring Symposium on Combining Machine Learning and Knowledge Engineering in Practice, AAAI-MAKE 2020, Palo Alto, CA, USA, March 23-25, 2020, Volume I;db/conf/aaaiss/make2020-1.html;2600;2020
