;book:ID;author:string[];author-bibtex:string;author-orcid:string[];booktitle:string;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];isbn:string[];isbn-type:string[];key:string;mdate:date;month:string;note:string;note-type:string;pages:string[];publisher:string;publisher-href:string;publtype:string;school:string[];series:string;series-href:string;sub:string;sup:string[];title:string;url:string;volume:string;year:int
6190;2862129;Uwe Hohenstein|Volkmar Pleßer;;;;;;;;;;;;;978-3-89864-125-8;;books/daglib/0006694;2011-04-12;;;;I-XX, 1-496;dpunkt.verlag;;;;;;;;Oracle9i - effiziente Anwendungsentwicklung mit objektrelationalen Konzepten (2. Aufl.).;;;2002
10556;2867049;Harold L. Somers|William J. Hutchins;;;;;;;;;;;;;978-0-12-362830-5;;books/daglib/0070470;2011-05-02;;;;I-XXI, 1-362;Academic Press;;;;;;;;An introduction to machine translation.;;;1992
18193;2894445;J. H. Erik Andriessen;;;;;;;;;;https://doi.org/10.1007/978-1-4471-0067-6;;;978-1-4471-0067-6|978-1-85233-603-5;;books/sp/Andriessen03;2017-05-16;;;;i-xiii, 1-191;Springer;;;;Computer Supported Cooperative Work;db/series/cscw/index.html;;;Working with Groupware - Understanding and Evaluating Collaboration Technology.;;;2003
13256;2872973;Aeleen Frisch;;;;;;;;;;;;;978-0-596-00148-3;;books/daglib/0003806;2011-04-12;;;;I-VI, 1-110;O'Reilly;;;;;;;;Windows 2000 commands - pocket reference: includes resource kit commands.;;;2001
2713;2852354;Eulalia Szmidt;;;;;;;;;;https://doi.org/10.1007/978-3-319-01640-5;;;978-3-319-01639-9;;series/sfsc/2014-307;2017-05-16;;;;1-132;Springer;;;;Studies in Fuzziness and Soft Computing;db/series/sfsc/index.html;;;Distances and Similarities in Intuitionistic Fuzzy Sets;;307;2014
12519;2872150;Barbara M. Chapman|Gabriele Jost|Ruud van der Pas;;;;;;;;;;;;;978-0-262-53302-7;;books/daglib/0019508;2019-07-09;;;;I-XXII, 1-353;MIT Press;;;;Scientific and engineering computation;;;;Using OpenMP - portable shared memory parallel programming.;;;2008
3007;2853438;John O. Long;;;;;;;;;;https://doi.org/10.1007/978-1-4614-3897-7;;;978-1-4614-3896-0|978-1-4614-3897-7;;series/sbcs/Long12;2017-05-16;;;;i-viii, 1-95;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;ITIL® 2011 At a Glance.;;;2012
11211;2867783;James Duncan Davidson|Jason Deraleau;;;;;;;;;;http://www.oreilly.de/catalog/runmacx2/index.html;;;978-0-596-00913-7;;books/daglib/0015062;2011-04-06;;;;I-XVIII, 1-372;O'Reilly;;;;;;;;Running Mac OS X Tiger - a no-compromise power user's guide to the Mac.;;;2005
7763;2863900;Mikkel Aaland;;;;;;;;;;;;;978-1-56592-350-8;;books/daglib/0092972;2011-04-21;;;;I-XIII, 1-197;O'Reilly;;;;;;;;Photoshop for the web - real-world solutions for web designers.;;;1998
942;2847966;G. (Sjir) C. van Loo|Richard Doornbos;;;;;;;;;;https://doi.org/10.1007/978-94-007-4147-8;;;978-94-007-4146-1|978-94-007-4147-8;;series/sbece/DoornbosL12;2017-05-16;;;;i-xii, 1-112;Springer;;;;Springer Briefs in Electrical and Computer Engineering;db/series/sbece/index.html;;;From scientific instrument to industrial machine - Coping with architectural stress in embedded systems;;;2012
15277;2879641;Marc Boyer;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-03220790;;;;;books/hal/Boyer21;2021-07-15;;;;;;;habil;National Polytechnic Institute of Toulouse, France;;;;;Garantir les temps de réponse des réseaux embarqués à l'aide du calcul réseau. (Guaranteeing the response time of embedded networks with network calculus).;;;2021
110;27804;;;;Handbook of Formal Languages (2);;;;;Arto Salomaa|Grzegorz Rozenberg;;https://doi.org/10.1007/978-3-662-07675-0;;;978-3-642-08230-6|978-3-662-07675-0;;reference/hfl/1997-2;2018-11-25;;;;;Springer;;;;;;;;Handbook of Formal Languages, Volume 2. Linear Modeling: Background and Application.;db/reference/hfl/hfl2.html;;1997
16937;2888619;;;;;;;;;Sven J. Dickinson|Zygmunt Pizlo;;https://doi.org/10.1007/978-1-4471-5195-1;;;978-1-4471-5194-4;;books/sp/13/DP2013;2019-08-14;;;;;Springer;;;;Advances in Computer Vision and Pattern Recognition;;;;Shape Perception in Human and Computer Vision;db/books/collections/DP2013.html;;2013
15334;2879698;Jean-Claude Fernandez;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00004989;;;;;books/hal/Fernandez96;2017-09-28;;;;;;;habil;Joseph Fourier University, Grenoble, France;;;;;Validation par évaluation sur un modèle : méthodes et algorithmes.;;;1996
15173;2879537;Sophie Donnet;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-02789900;;;;;books/hal/Donnet18;2020-07-08;;;;;;;habil;University of Paris-Sud, Orsay, France;;;;;Contributions à l'inférence statistique de modèles complexes;;;2018
490;2842966;Ajith Abraham|Bo Yang 0001|Kun Ma|Runyuan Sun;;0000-0002-0135-5423;;;;;;;;https://doi.org/10.1007/978-3-319-30192-1;;;978-3-319-30191-4|978-3-319-30192-1;;series/sci/2016-643;2017-06-09;;;;3-162;Springer;;;;Studies in Computational Intelligence;db/series/sci/index.html;;;Intelligent Web Data Management: Software Architectures and Emerging Technologies;;643;2016
11305;2867888;Michael Mahemoff;;;;;;;;;;http://www.oreilly.com/catalog/ajaxdp/index.html;;;978-0-596-10180-0;;books/daglib/0016548;2011-03-23;;;;I-XV, 1-635;O'Reilly;;;;;;;;Ajax design patterns - creating web 2.0 sites with programming and usability patterns.;;;2006
18729;2896579;Roger Günthör;;;;;;;;;;https://d-nb.info/950552143;;;3-89601-427-7;;books/infix/Gunthor97;2021-07-17;;;;;Infix Verlag, St. Augustin, Germany;;;University of Stuttgart;DISDBIS;db/series/disdbis/index.html;;;Ein Basisdienst für die zuverlässige Abwicklung langdauernder Aktivitäten.;;27;1997
12030;2871601;Herbert Wiese|Joachim Goll|Uwe Grüner;;;;;;;;;;;;;978-3-519-02999-1;;books/daglib/0092337;2011-04-21;;;;I-VIII, 1-438;Teubner;;;;;;;;C als erste Programmiersprache - ISO-Standard.;;;1998
12582;2872223;Wilhelm Gehrke;;;;;;;;;;;;;978-3-540-63376-1;;books/daglib/0091186;2011-04-26;;;;I-XV, 1-360;Springer;;;;;;;;Die Programmiersprache F.;;;1997
6500;2862479;Axel van Lamsweerde;;;;;;;;;;http://eu.wiley.com/WileyCDA/WileyTitle/productCd-EHEP000863.html;;;978-0-470-01270-3;;books/daglib/0025377;2011-02-09;;;;;Wiley;;;;;;;;Requirements Engineering - From System Goals to UML Models to Software Specifications.;;;2009
13107;2872813;Hans Dybkjær|Laila Dybkjær|Niels Ole Bernsen;;;;;;;;;;;;;978-3-540-76048-1;;books/daglib/0092476;2011-04-21;;;;I-VIII, 1-276;Springer;;;;;;;;Designing interactive speech systems - from first ideas to user testing.;;;1998
10655;2867163;Neil J. Gunther;;;;;;;;;;https://doi.org/10.1007/978-3-642-22583-3;;;978-3-642-22582-6;;books/daglib/0027907;2017-05-16;;;;I-XXVIII, 1-474;Springer;;;;;;;;Analyzing Computer System Performance with Perl::PDQ (2. ed.).;;;2011
15340;2879704;Thomas Polacsek;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-02283804;;;;;books/hal/Polacsek19;2019-10-31;;;;;;;habil;Paul Sabatier University, Toulouse, France;;;;;Vérification, validation, certification : approches formelles et informelles pour établir la correction des artefacts et des logiciels. (Verification, validation, certification: formal and informal approaches to establish the correction of artefacts and software).;;;2019
466;2842744;Evangelos Karapanos;;0000-0001-5910-4996;;;;;;;;https://doi.org/10.1007/978-3-642-31000-3;;;978-3-642-30999-1;;series/sci/2013-436;2017-06-09;;;;1-146;Springer;;;;Studies in Computational Intelligence;db/series/sci/index.html;;;Modeling Users' Experiences with Interactive Systems;;436;2013
16950;2888928;Kuai Xu;;;;;;;;;;https://doi.org/10.1007/978-981-16-8325-1;;;978-981-16-8324-4;;books/sp/Xu22;2021-12-23;;;;1-163;Springer;;;;;;;;Network Behavior Analysis - Measurement, Models, and Applications;;;2022
1955;2850393;Matt Marone;;;;;;;;;;https://doi.org/10.2200/S01026ED1V01Y202006EST010;;;;;series/synthesis/2020Marone;2022-01-05;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Engineering, Science, and Technology;db/series/synthesis/eng.html;;;The Art of Teaching Physics with Ancient Chinese Science and Technology;;;2020
7939;2864103;Gregory Ward Larson|Robert Shakespeare;;;;;;;;;;;;;978-1-55860-499-5;;books/daglib/0001353;2019-07-22;;;;I-XXIII, 1-664;Morgan Kaufmann;;;;Morgan Kaufmann series in computer graphics and geometric modeling;;;;Rendering with radiance - the art and science of lighting visualization.;;;1998
10613;2867112;Heinrich Meyr|Marc Moeneclaey|Stefan A. Fechtel;;;;;;;;;;;;;978-0-471-50275-3;;books/daglib/0012542;2019-07-22;;;;I-XXV, 1-827;Wiley;;;;Wiley series in telecommunications and signal processing;;;;Digital communication receivers - synchronization, channel estimation, and signal processing.;;;1998
6600;2862584;Torsten Andreas Hoffmann;;;;;;;;;;http://www.dpunkt.de/buecher/2832.html;archive;;978-3-89864-501-0;;books/daglib/0020191;2020-11-27;;;;I-VII, 1-262;dpunkt.verlag;;;;;;;;Die Kunst der Schwarzweißfotografie - eine Schule der Bildgestaltung im digitalen Zeitalter.;;;2008
9930;2866336;John Lund|Kenneth L. Bowers;;;;;;;;;;;;;978-0-89871-298-8;;books/daglib/0000932;2011-04-07;;;;I-X, 1-304;SIAM;;;;;;;;Sinc methods for quadrature and differential equations.;;;1992
6573;2862556;Arthur Damask|Narciso García|Steven Schwarz;;;;;;;;;;;;;978-0-387-94903-1;;books/daglib/0092068;2011-04-18;;;;I-XIX, 1-557;Springer;;;;;;;;Physics for computer science students - with emphasis on atomic and semiconductor physics (2. ed.).;;;1998
17628;2890983;Patrice Poujol;;;;;;;;;;https://doi.org/10.1007/978-3-030-02468-0;;;978-3-030-02467-3;;books/sp/Poujol19;2019-03-15;;;;1-426;Springer;;;;;;;;Online Film Production in China Using Blockchain and Smart Contracts - The Development of Collaborative Platforms for Emerging Creative Talents;;;2019
15331;2879695;Alexis Joly;;;;;;;;;;https://tel.archives-ouvertes.fr/hal-01182797;;;;;books/hal/Joly15;2017-09-30;;;;;;;habil;University of Montpellier, France;;;;;Large-scale Content-based Visual Information Retrieval.;;;2015
15647;2880508;Juan-Manuel Torres-Moreno;;;;;;;;;;http://iste.co.uk/book.php?id=741|https://www.wiley.com/en-gb/Automatic+Text+Summarization-p-9781119044079;;;978-1-119-00475-2|978-1-119-04407-9|978-1-848-21668-6;;books/wi/Torres-Moreno14;2020-01-06;;;;1-320;Wiley;;;;;;;;Automatic Text Summarization;;;2014
3814;2857356;Luca Bernardinello|Philippe Darondeau|Éric Badouel;;;;;;;;;;https://doi.org/10.1007/978-3-662-47967-4;;;978-3-662-47966-7|978-3-662-47967-4;;series/txtcs/BadouelBD15;2020-08-06;;;;1-325;Springer;;;;Texts in Theoretical Computer Science. An EATCS Series;db/series/txtcs/index.html;;;Petri Net Synthesis;;;2015
5655;2861529;Pascal Van Hentenryck;;;;;;;;;;;;;978-0-262-08181-8;;books/daglib/0066904;2012-06-27;;;;I-XXVI, 1-224;MIT Press;;;;Logic programming;;;;Constraint satisfaction in logic programming.;;;1989
5126;2860936;Jeffrey Dean;;;;;;;;;;;;;978-1-56592-748-3;;books/daglib/0004289;2011-04-12;;;;I-XVI, 1-551;O'Reilly;;;;;;;;LPI Linux certification in a nutshell - a desktop quick reference: covers exams 101 102 for LPI level 1.;;;2001
4567;2860311;Michael K. Mahoney|Simson L. Garfinkel;;;;;;;;;;http://www.oreilly.com/catalog/buildcocoa/;;;978-0-596-00235-0;;books/daglib/0006405;2011-04-07;;;;I-XXV, 1-620;O'Reilly;;;;;;;;Building Cocoa applications - a step-by-step guide.;;;2002
14779;2879143;Nicolas Castagné;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01280860;;;;;books/hal/Castagne14;2017-09-30;;;;;;;habil;Grenoble Alpes University, France;;;;;Technologies logicielles de la modélisation, de la simulation et de l'interaction multisensorielles instrumentales pour la création. (Software Technologies of Multisensory and Instrumental Modelling, Simulation and Interaction for Creation).;;;2014
15365;2879729;Thomas Chatain;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00926306;;;;;books/hal/Chatain13;2017-09-30;;;;;;;habil;École normale supérieure de Cachan, France;;;;;Concurrency in Real-Time Distributed Systems, from Unfoldings to Implementability.;;;2013
213;2840768;;;;;;;;;Alina Sîrbu|Andrea Omicini|Danilo Pianini|Pierluigi Contucci;;https://doi.org/10.1007/978-3-030-05333-8;;;978-3-030-05332-1|978-3-030-05333-8;;series/lncs/11300;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;The Future of Digital Democracy - An Interdisciplinary Approach;db/series/lncs/lncs11300.html;11300;2019
3674;2855625;Sipra Das Bit|Siuli Roy|Suman Bhattacharjee;;0000-0002-2867-2285;;;;;;;;https://doi.org/10.1007/978-981-16-1240-4;;;978-981-16-1239-8;;series/sist/BhattacharjeeRB21;2022-01-03;;;;1-160;Springer;;;;Smart Innovation, Systems and Technologies;db/series/sist/index.html;;;Post-disaster Navigation and Allied Services over Opportunistic Networks;;228;2021
5440;2861276;John C. Russ;;;;;;;;;;;;;978-0-8493-2516-8;;books/daglib/0073733;2011-04-08;;;;1-674;CRC Press;;;;;;;;The image processing handbook (2. ed.).;;;1994
1360;2849798;Brian C. O'Connor|Richard L. Anderson;;;;;;;;;;https://doi.org/10.2200/S00945ED1V01Y201908ICR068;;;;;series/synthesis/2019Connor;2020-06-22;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Information Concepts, Retrieval, and Services;db/series/synthesis/icr.html;;;Video Structure Meaning;;;2019
8304;2864519;C. Y. Hsiung;;;;;;;;;;;;;978-981-02-0591-1;;books/daglib/0075554;2011-05-02;;;;I-VIII, 1-249;World Scientific;;;;;;;;Elementary theory of numbers.;;;1992
13824;2875927;;;;From sets and types to topology and analysis;;;;;Laura Crosilla|Peter M. Schuster;;https://global.oup.com/academic/product/from-sets-and-types-to-topology-and-analysis-9780198566519;;;978-0-19-856651-9;;books/ox/05/CS2005;2020-05-06;;;;;Oxford University Press;;;;Oxford logic guides;;;;From sets and types to topology and analysis - Towards practicable foundations for constructive mathematics.;db/books/collections/CS2005.html;48;2005
13501;2874329;Peter A. Darnell|Philip E. Margolis;;;;;;;;;;https://www.worldcat.org/oclc/16871651;;;3540965742;;books/lib/DarnellM88;2020-07-17;;;;I-XX, 1-612;Springer;;;;Springer books on professional computing;;;;Software engineering in C.;;;1988
7549;2863650;Bart De Moor|Johan A. K. Suykens|Joos Vandewalle;;;;;;;;;;;;;978-0-7923-9678-9;;books/daglib/0084367;2011-04-26;;;;I-XII, 1-235;Kluwer;;;;;;;;Artificial neural networks for modelling and control of non-linear systems.;;;1996
6549;2862530;Roger S. Barga|Valentine Fontama|Wee Hyong Tok;;;;;;;;;;http://www.apress.com/9781484212011;;;978-1-484212-01-1;;books/daglib/0037560;2016-03-04;;;;I-XXIII, 1-291;Apress;;;;;;;;Predictive Analytics with Microsoft Azure Machine Learning - Build and Deploy Actionalbe Solutions in Minutes, Second Edition.;;;2015
13052;2872744;Oleg B. Lupanov;;;;;;;;;;;;;;;books/daglib/0067611;2011-03-23;;;;1-183;Izd. Moskovskogo Univ.;;;;;;;;Asimptoticeskie ocenki sloznosti upravljajuscich sistem - ucebnoe posobie.;;;1984
17791;2891305;Sidong Liu;;0000-0002-2371-0713;;;;;;;;https://doi.org/10.1007/978-981-10-3533-3;;;978-981-10-3532-6|978-981-10-3533-3;;books/sp/Liu17;2019-09-25;;;;1-129;Springer;;;;;;;;Multimodal Neuroimaging Computing for the Characterization of Neurodegenerative Disorders;;;2017
9760;2866138;Wilhelm Gaus;;;;;;;;;;;;;978-3-540-58117-8;;books/daglib/0077697;2011-04-08;;;;I-VIII, 1-452;Springer;;;;;;;;Dokumentations- und Ordnungslehre - Theorie und Praxis des Information Revtrieval (2. Aufl.).;;;1995
3339;2854252;Maria Chli|Philippe De Wilde;;0000-0002-2840-4475;;;;;;;;https://doi.org/10.1007/978-1-84882-063-0;;;978-1-84882-062-3|978-1-84882-063-0;;series/aikp/ChliW09;2017-06-14;;;;1-143;Springer;;;;Advanced Information and Knowledge Processing;db/series/aikp/index.html;;;Convergence and Knowledge Processing in Multi-Agent Systems.;;;2009
4171;2859555;;;;Anatomy Ontologies for Bioinformatics;;;;;Albert Burger|Duncan Davidson|Richard A. Baldock;;https://doi.org/10.1007/978-1-84628-885-2;;;978-1-84628-884-5|978-1-84628-885-2;;series/cb/6;2019-06-13;;;;;Springer;;;;Computational Biology;db/series/cb/index.html;;;Anatomy Ontologies for Bioinformatics, Principles and Practice;db/series/cb/cb6.html;6;2008
4799;2860570;Philippe Desfray;;;;;;;;;;;;;978-0-201-42288-7;;books/daglib/0076710;2011-04-29;;;;I-XI, 1-342;Addison-Wesley;;;;;;;;Object engineering - the fourth dimension.;;;1994
18964;2897460;Jeffrey D. Ullman;;;;;;;;;;https://www.worldcat.org/oclc/310956623;;;0-7167-8069-0|0-7167-8158-1;;books/cs/Ullman88;2020-07-17;;;;I-XI, 1-631;Computer Science Press;;;;Principles of computer science series;;;;Principles of Database and Knowledge-Base Systems, Volume I;db/books/dbtext/ullman89.html;14;1988
8212;2864418;James R. Pinkert|Larry L. Wear;;;;;;;;;;;;;978-0-13-638370-3;;books/daglib/0067094;2011-05-05;;;;I-XI, 1-355;Prentice Hall;;;;;;;;Operating systems - concepts, policies and mechanisms.;;;1989
4281;2859982;Hector Garcia-Molina|Jeffrey D. Ullman|Jennifer Widom;;;;;;;;;;;;;978-0-13-098043-4;;books/daglib/0010423;2011-04-15;;;;I-XXVII, 1-1119;Pearson Education;;;;;;;;Database systems - the complete book (international edition).;;;2002
