;incollection:ID;author:string[];author-orcid:string[];booktitle:string;cdrom:string;chapter:int;cite:string[];cite-label:string[];crossref:string;ee:string[];ee-type:string[];i:string[];key:string;mdate:date;note:string;number:string;pages:string;publisher:string;publisher-href:string;publtype:string;sub:string[];sup:string[];title:string;url:string;year:int
3491;4097;Anderson Ramos;;Encyclopedia of Information Assurance;;;;;reference/tf/2011eia;https://doi.org/10.1081/E-EIA-120046515;;;reference/tf/Ramos11;2017-07-12;;;;;;encyclopedia;;;Inspection Technologies: Deep Packets.;db/reference/tf/eia2011.html#Ramos11;2011
61709;2892807;Franz W. Leberl|Konrad F. Karner|Markus Maresch;;Confluence of Computer Vision and Computer Graphics;;;;;books/sp/00/LSB2000;https://doi.org/10.1007/978-94-011-4321-9_11;;;books/sp/00/LeberlKM00;2019-07-18;;;201-214;;;;;;Urban Site Models: Accurate, Detailed, Rapid and Inexpensive.;db/books/collections/LSB2000.html#LeberlKM00;2000
31545;2844005;José Valente de Oliveira|Paulo A. P. Fazendeiro;0000-0001-5337-5699|0000-0001-6054-7188;Human-Centric Information Processing Through Granular Modelling;;;;;series/sci/2009-182;https://doi.org/10.1007/978-3-540-92916-1_6;;;series/sci/FazendeiroO09;2020-06-04;;;119-151;;;;;;Semantic Driven Fuzzy Clustering for Human-Centric Information Processing Applications.;db/series/sci/sci182.html#FazendeiroO09;2009
15244;15912;Alexander Thomasian;;Encyclopedia of Data Warehousing and Mining;;;;;reference/dataware/2009;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=11072;;;reference/dataware/Thomasian09;2017-07-12;;;1859-1864;;;encyclopedia;;;Storage Systems for Data Warehousing.;db/reference/dataware/dataware2009.html#Thomasian09;2009
41879;2857680;Bernard Linsky;;The Golden Age of Polish Philosophy;;;;;series/leus/Lapointe09;https://doi.org/10.1007/978-90-481-2401-5_15|https://www.wikidata.org/entity/Q56453773;;;series/leus/Linsky09;2018-11-14;;;203-219;;;;;;Leon Chwistek's Theory of Constructive Types.;db/series/leus/leus16.html#Linsky09;2009
62594;2893784;Anne Thoring|Dominik Rudolph|Raimund Vogl;;The Art of Structuring;;;;;books/sp/BRS2019;https://doi.org/10.1007/978-3-030-06234-7_47;;;books/sp/19/VoglRT19;2019-03-14;;;501-512;;;;;;Bringing Structure to Research Data Management Through a Pervasive, Scalable and Sustainable Research Data Infrastructure.;db/books/collections/BRS2019.html#VoglRT19;2019
6013;6648;Andrei Paun|Oscar H. Ibarra;;Handbook of Parallel Computing;;;;;reference/crc/2007pc;https://doi.org/10.1201/9781420011296.ch3;;;reference/crc/PaunI07;2017-07-12;;;;;;encyclopedia;;;Membrane Systems.;db/reference/crc/pc2007.html#PaunI07;2007
60954;2891966;Mikael Lind|Sandra Haraldson;;BPM;;;;;books/sp/bpm2015;https://doi.org/10.1007/978-3-319-14430-6_13;;;books/sp/15/LindH15;2017-05-16;;;193-213;;;;;;(Air)port Innovations as Ecosystem Innovations.;db/books/collections/bpm2015.html#LindH15;2015
14849;15516;Tamás Rapcsák;;Encyclopedia of Optimization;;;;;reference/opt/2009;https://doi.org/10.1007/978-0-387-74759-0_624;;;reference/opt/Rapcsak09;2017-07-12;;;3622-3625;;;encyclopedia;;;Smooth Nonlinear Nonconvex Optimization.;db/reference/opt/opt2009.html#Rapcsak09;2009
10056;10704;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_996;;;reference/gis/X08xdm;2017-07-12;;;879;;;encyclopedia;;;Point Patterns.;db/reference/gis/gis2008.html#X08xdm;2008
56779;2886504;Christian Baumann|Christian Janiesch|Daniel Oberle|Gunther Stuhec|Jens Lemcke|Jörg Rech|Michael Dietrich|Wolfgang Karl Rainer Schwach;;Handbook of Service Description;;;;;books/sp/BO2012;https://doi.org/10.1007/978-1-4614-1864-1_17;;;books/sp/12/StuhecOBJDLRS12;2017-05-16;;;445-461;;;;;;Managing Variants of USDL.;db/books/collections/BO2012.html#StuhecOBJDLRS12;2012
42492;2858414;Désiré Nuentsa Wakam|Jocelyne Erhel|William Gropp;0000-0003-2905-3029;Domain Decomposition Methods in Science and Engineering XX;;;;;series/lncse/91;https://doi.org/10.1007/978-3-642-35275-1_75;;;series/lncse/WakamEG13;2017-06-09;;;631-638;;;;;;Parallel Adaptive Deflated GMRES.;db/series/lncse/lncse91.html#WakamEG13;2013
50368;2877511;Wolfgang Dzida;;The Computer Science and Engineering Handbook;;;;;books/crc/tucker1997;;;;books/crc/tucker97/Dzida97;2017-07-09;;;1474-1493;;;encyclopedia;;;International User-Interface Standardization.;db/books/collections/tucker97.html#Dzida97;1997
41191;2856885;Joachim Biermann;;Human Systems Integration to Enhance Maritime Domain Awareness for Port/Harbour Security;;;;;series/natosec/28;https://doi.org/10.3233/978-1-60750-621-8-113;;;series/natosec/Biermann10;2017-05-16;;;113-130;;;;;;Intelligence Processing for Decision Support in Defence and Security.;db/series/natosec/natosec28.html#Biermann10;2010
65336;2897516;José Ramon Rios Viqueira|Nieves R. Brisaboa|Nikos A. Lorentzos;;Spatial Databases;;;;;books/idea/irm05;;;;books/idea/irm2005/ViqueiraLB05;2018-11-04;;;1-22;;;;;;Survey on Spatial Data Modelling Approaches.;db/books/collections/IRM-book2005.html#ViqueiraLB05;2005
49243;2876175;J. Martin Corbett;;Usability - Turning Technologies into Tools;;;;;books/ox/92/AW1992;;;;books/ox/92/Corbett92;2020-05-07;;;133-163;;;;;;Work at the Interface: Advanced Manufacturing Technology.;db/books/collections/AW1992.html#Corbett92;1992
15518;16187;Marios Savvides|Sung Won Park;;Encyclopedia of Biometrics;;;;;reference/bio/2015;https://doi.org/10.1007/978-1-4899-7488-4_254;;;reference/bio/ParkS15;2017-07-12;;;1037-1042;;;encyclopedia;;;Iris Segmentation Using Active Contours.;db/reference/bio/2.html#ParkS15;2015
30341;2842676;Qiang Fu|Qing Zhou|Qinwen Miao|Sunyong Wu|Xiyan Sun|Yuanfa Ji;0000-0002-4227-2499;Cognitive Internet of Things;;;;;series/sci/810;https://doi.org/10.1007/978-3-030-04946-1_40;;;series/sci/SunZJFMW19;2020-03-27;;;413-425;;;;;;An Unambiguous Acquisition Algorithm for BOC (n, n) Signal Based on Sub-correlation Combination.;db/series/sci/sci810.html#SunZJFMW19;2019
3143;3747;Haim Kilov;;Encyclopedia of Software Engineering;;;;;reference/se/2010;http://www.crcnetbase.com/doi/abs/10.1081/E-ESE-120044142;;;reference/se/Kilov10;2017-07-12;;;131-141;;;encyclopedia;;;Business Domain Modeling.;db/reference/se/se2010.html#Kilov10;2010
18933;19625;Mengling Li|Ning Chen;;Encyclopedia of Algorithms;;;;;;https://doi.org/10.1007/978-1-4939-2864-4_788;;;reference/algo/ChenL16;2017-07-12;;;1199-1203;;;encyclopedia;;;Matching Market Equilibrium Algorithms.;db/reference/algo/algo2016.html#ChenL16;2016
21168;21865;;;Encyclopedia of Social Network Analysis and Mining. 2nd Ed.;;;;;reference/snam/2018;https://doi.org/10.1007/978-1-4939-7131-2_100764;;;reference/snam/X18xq;2019-02-17;;;;;;encyclopedia;;;Networks.;db/reference/snam/snam2018.html#X18xq;2018
7904;8550;;;Encyclopedia of Machine Learning;;;;;reference/ml/2010;https://doi.org/10.1007/978-0-387-30164-8_85;;;reference/ml/X10bf;2017-07-12;;;137;;;encyclopedia;;;Bottom Clause.;db/reference/ml/ml2010.html#X10bf;2010
64256;2896054;Thomas Piecha;;Advances in Proof-Theoretic Semantics;;;;;books/sp/16/PS2016;https://doi.org/10.1007/978-3-319-22686-6_15;oa;;books/sp/16/Piecha16;2020-02-04;;;231-251;;;;;;Completeness in Proof-Theoretic Semantics.;db/books/collections/PS2016.html#Piecha16;2016
3519;4126;Ralph Spencer Poore;;Encyclopedia of Information Assurance;;;;;reference/tf/2011eia;https://doi.org/10.1081/E-EIA-120046762;;;reference/tf/Poore11;2017-07-12;;;;;;encyclopedia;;;Covert Channels: Analysis and Recommendations.;db/reference/tf/eia2011.html#Poore11;2011
22188;22887;;;Encyclopedia of Social Network Analysis and Mining;;;;;;https://doi.org/10.1007/978-1-4614-6170-8_100911;;;reference/snam/X14jf;2017-07-12;;;904;;;encyclopedia;;;Middleware Patterns.;db/reference/snam/snam2014.html#X14jf;2014
21510;22208;;;Encyclopedia of Social Network Analysis and Mining. 2nd Ed.;;;;;reference/snam/2018;https://doi.org/10.1007/978-1-4939-7131-2_101368;;;reference/snam/X18xqm;2019-02-17;;;;;;encyclopedia;;;Trade-Offs.;db/reference/snam/snam2018.html#X18xqm;2018
65352;2897533;Amita Goyal Chin;;Advanced Topics in Database Research, Vol. 1;;;;;books/idea/Siau02;;;;books/idea/siau2002/Chin02;2019-08-03;;;157-189;;;;;;Algorithm Development, Simulation Analysis, and Parametric Studies for Data Allocation in Distributed Database Systems.;db/books/collections/Siau2002.html#Chin02;2002
898;1492;;;Encyclopedia of Cryptography and Security (2nd Ed.);;;;;reference/crypt/2011;https://doi.org/10.1007/978-1-4419-5906-5_1234;;;reference/crypt/X11nl;2017-07-12;;;1317;;;encyclopedia;;;Transport-Level Security.;db/reference/crypt/crypt2011.html#X11nl;2011
46147;2870882;Chunfang Zheng|David Sankoff;;Models and Algorithms for Genome Evolution;;;;;books/daglib/0032286;https://doi.org/10.1007/978-1-4471-5298-9_11;;;books/daglib/p/SankoffZ13;2017-05-16;;;247-260;;;;;;Fractionation, Rearrangement, Consolidation, Reconstruction.;db/books/daglib/0032286.html#SankoffZ13;2013
6137;6774;Tomi D. Raty;;Handbook of Soft Computing for Video Surveillance;;;;;reference/crc/2012vs;https://doi.org/10.1201/b11631-2;;;reference/crc/Raty12;2017-07-12;;;1-32;;;encyclopedia;;;Introduction to Video Surveillance Systems.;db/reference/crc/vs2012.html#Raty12;2012
7367;8012;Avrilia Floratou;;Encyclopedia of Big Data Technologies;;;;;reference/bdt/2019;https://doi.org/10.1007/978-3-319-63962-8_248-1;;;reference/bdt/Floratou19;2019-02-14;;;;;;encyclopedia;;;Columnar Storage Formats.;db/reference/bdt/1.html#Floratou19;2019
35704;2848751;Anthony Collins|Judy Kay;;Tabletops;;;;;series/hci/MullerT10;https://doi.org/10.1007/978-1-84996-113-4_14;;;series/hci/CollinsK10;2017-05-16;;;335-355;;;;;;File System Access for Tabletop Interaction.;db/series/hci/MullerT10.html#CollinsK10;2010
11624;12275;John J. Mewes|Leon F. Osborne|Robert D. Hart|Stephen G. Gaddy;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_1475;;;reference/gis/MewesGHO08;2017-07-12;;;1249-1255;;;encyclopedia;;;Weather Information, Surface Transportation.;db/reference/gis/gis2008.html#MewesGHO08;2008
12270;12921;;;Encyclopedia of GIS;;;;;reference/gis/2017;https://doi.org/10.1007/978-3-319-17885-1_100192;;;reference/gis/X17gh;2017-07-12;;;306;;;encyclopedia;;;Consequence Management.;db/reference/gis/gis2017.html#X17gh;2017
5056;5673;Angelo C. Loula|João Queiroz;;Encyclopedia of Artificial Intelligence;;;;;reference/ai/2009;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=10443;;;reference/ai/LoulaQ09;2019-09-05;;;1543-1548;;;encyclopedia;;;Symbol Grounding Problem.;db/reference/ai/ai2009.html#LoulaQ09;2009
46659;2873146;Christian Bauckhage|Gerhard Paaß|Ronny Hug|Wolfgang Hübner 0001;;Handbuch der Künstlichen Intelligenz;;;;;books/degruyter/20/GSB2020;https://doi.org/10.1515/9783110659948-012;;;books/degruyter/20/Bauckhage0HP20;2021-05-21;;;509-570;;;;;;Tiefe neuronale Netze.;db/books/collections/GSB2020.html#Bauckhage0HP20;2020
3468;4074;Sara Stancin|Saso Tomazic;;Encyclopedia of Wireless and Mobile Communications;;;;;;http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120046021;;;reference/tf/StancinT08;2017-07-12;;;;;;encyclopedia;;;User Data Synchronization.;db/reference/tf/ewmc2008.html#StancinT08;2008
54957;2884323;Dibyen Majumdar;;Design and analysis of experiments;;;;;books/el/96/GR1996;https://doi.org/10.1016/s0169-7161(96)13029-7;;;books/el/96/Majumdar96;2020-05-14;;;1007-1053;;;;;;27 Optimal and efficient treatment-control designs.;db/books/collections/GR1996.html#Majumdar96;1996
20381;21078;;;Encyclopedia of Social Network Analysis and Mining;;;;;;https://doi.org/10.1007/978-1-4614-6170-8_100983;;;reference/snam/X14ld;2017-07-12;;;1092;;;encyclopedia;;;Network File.;db/reference/snam/snam2014.html#X14ld;2014
2045;2647;Laura Rafferty|Marcelo Fantinato|Patrick C. K. Hung;0000-0001-6261-1497;Encyclopedia of Computer Graphics and Games;;;;;reference/ecgg/2019;https://doi.org/10.1007/978-3-319-08234-9_197-1;;;reference/ecgg/HungRF19;2020-03-27;;;;;;encyclopedia;;;Toy Computing.;db/reference/ecgg/1.html#HungRF19;2019
49093;2876010;Grant Malcolm|Koichiro Matsuno|Michael Fisher 0006|Ray Paton;;Cellular Computing;;;;;books/ox/04/A2004;;;;books/ox/04/PatonFMM04;2021-04-26;;;11-18;;;;;;Proteins and Information Processing.;db/books/collections/A2004.html#PatonFMM04;2004
66528;6274548;Gabriel M. Kuper|Jan Paredaens|Leonid Libkin;;Constraint Databases;;;;;books/sp/Kuper00;;;;conf/cdb/KuperLP00;2019-08-08;;;1-16;;;;;;Introduction.;db/conf/cdb/cdb2000.html#KuperLP00;2000
55665;2885110;András Jakab|Georg Langs|Katharina Grünberg|Marc-André Weber|Marianne Winterstein|Markus Krenn|Oscar Alfonso Jiménez del Toro|Tomas Salas Fernandez;;Cloud-Based Benchmarking of Medical Image Analysis;;;;;books/sp/HML2017;https://doi.org/10.1007/978-3-319-49644-3_4;oa;;books/sp/17/GrunbergTJLFWWK17;2018-06-26;;;45-67;;;;;;Annotating Medical Image Data.;db/books/collections/HML2017.html#GrunbergTJLFWWK17;2017
55664;2885109;Aryya Gangopadhyay|Elizabeth Galik|Mohammad Arif Ul Alam|Nirmalya Roy;;Handbook of Large-Scale Distributed Computing in Smart Healthcare;;;;;books/sp/KZA2017;https://doi.org/10.1007/978-3-319-58280-1_17;;;books/sp/17/AlamRGG17;2019-05-21;;;443-471;;;;;;Infrequent Non-speech Gestural Activity Recognition Using Smart Jewelry: Challenges and Opportunities for Large-Scale Adaptation.;db/books/collections/KZA2017.html#AlamRGG17;2017
58863;2888904;Su Ruan|Yu Guo;0000-0001-8785-6917;Advances in Heuristic Signal Processing and Applications;;;;;books/sp/13/2013CNS;https://doi.org/10.1007/978-3-642-37880-5_14|https://www.wikidata.org/entity/Q57603984;;;books/sp/13/GuoR13;2019-11-28;;;315-332;;;;;;Signal Separation with A Priori Knowledge Using Sparse Representation.;db/books/collections/CNS2013.html#GuoR13;2013
53272;2882526;;;Big Data over Networks;;;;;books/cu/CHLM2016;https://www.cambridge.org/core/books/big-data-over-networks/6A03C54EDF48E14F2D07708D74F2D44A;;;books/cu/p/X16i;2017-04-04;;;xiii-xvi;;;;;;List of contributors.;db/books/collections/CHLM2016.html#X16i;2016
38658;2853830;George A. Papadopoulos|Irene Kilanioti;;Resource Management for Big Data Platforms;;;;;series/ccn/PKM2016;https://doi.org/10.1007/978-3-319-44881-7_18;;;series/ccn/KilaniotiP16;2017-05-16;;;383-399;;;;;;Delivering Social Multimedia Content with Scalability.;db/series/ccn/PKM2016.html#KilaniotiP16;2016
183;777;Torben Pedersen;;Encyclopedia of Cryptography and Security (2nd Ed.);;;;;reference/crypt/2011;https://doi.org/10.1007/978-1-4419-5906-5_297;;;reference/crypt/Pedersen11c;2017-07-12;;;919-920;;;encyclopedia;;;PEM, Privacy-Enhanced Mail.;db/reference/crypt/crypt2011.html#Pedersen11c;2011
52935;2882100;Amy Alexander|Nick Collins;0000-0002-0254-180X;The Cambridge Companion to Electronic Music;;;;;books/cu/12/CE2012;https://doi.org/10.1017/CCOL9780521868617.009;;;books/cu/12/AlexanderC12;2021-10-14;;;126-139;;;;;;Live audiovisuals.;db/books/collections/CE2012.html#AlexanderC12;2012
45862;2870594;Junichi Tamura|Takaomi Shigehara|Yusuke Ishikawa|Yutaka Kuwajima;;Software Automatic Tuning, From Concepts to State-of-the-Art Results;;;;;books/daglib/0031641;https://doi.org/10.1007/978-1-4419-6935-4_6;;;books/daglib/p/IshikawaTKS10;2017-05-16;;;87-101;;;;;;Automatic Tuning of the Division Number in the Multiple Division Divide-and-Conquer for Real Symmetric Eigenproblem.;db/books/collections/NTCS2010.html#IshikawaTKS10;2010
54767;2884126;Aparna V. Huzurbazar;;Advances in Survival Analysis;;;;;books/el/03/BR2003;https://doi.org/10.1016/s0169-7161(03)23039-x;;;books/el/03/Huzurbazar03;2020-05-18;;;729-746;;;;;;Modelling Survival Data using Flowgraph Models.;db/books/collections/BR2003.html#Huzurbazar03;2003
59379;2889729;Lynda Hardman;;Designing User Interfaces for Hypermedia;;;;;;https://doi.org/10.1007/978-3-642-45743-2_3;;;books/sp/95/Hardman95;2020-11-26;;;18-28;;;;;;Experiences in Authoring Hypermedia: Creating Better Presentations.;db/books/collections/SHS1995.html#Hardman95;1995
19618;20314;Alberto Isidori|Lorenzo Marconi 0001;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_545;;;reference/complexity/IsidoriM09;2021-12-27;;;9078-9090;;;encyclopedia;;;System Regulation and Design, Geometric and Algebraic Methods in.;db/reference/complexity/ecss2009.html#IsidoriM09;2009
35616;2848653;Armando Barreto;;Web Accessibility;;;;;series/hci/HarperY08;https://doi.org/10.1007/978-1-84800-050-6_1;;;series/hci/Barreto08;2018-01-25;;;3-13;;;;;;Visual Impairments.;db/series/hci/HarperY08.html#Barreto08;2008
57918;2887833;Amir Sadeghipour|Andreas Rüter|Ramin Yaghoubzadeh|Stefan Kopp;;Human Centered Robot Systems, Cognition, Interaction, Technology;;;;;books/sp/RSDB2009;https://doi.org/10.1007/978-3-642-10403-9_20;;;books/sp/09/SadeghipourYRK09;2018-09-06;;;193-203;;;;;;Social Motorics - Towards an Embodied Basis of Social Human-Robot Interaction.;db/books/collections/RSDB2009.html#SadeghipourYRK09;2009
34540;2847307;Bijeta Seth|Raman Kumar|Surjeet Dalal;0000-0002-4325-9237;Recent Advances in Computational Intelligence;;;;;series/sci/823;https://doi.org/10.1007/978-3-030-12500-4_8;;;series/sci/SethDK19a;2020-10-26;;;121-147;;;;;;Securing Bioinformatics Cloud for Big Data: Budding Buzzword or a Glance of the Future.;db/series/sci/sci823.html#SethDK19a;2019
17300;17980;Filippo Menczer|Lilian Weng;0000-0003-4384-2876;Handbook of Human Computation;;;;;reference/sp/2013hc;https://doi.org/10.1007/978-1-4614-8806-4_61|https://www.wikidata.org/entity/Q59765377;;;reference/sp/WengM13;2019-06-02;;;761-767;;;encyclopedia;;;Computational Analysis of Collective Behaviors via Agent-Based Modeling.;db/reference/sp/hc2013.html#WengM13;2013
8053;8699;Peter A. Flach;;Encyclopedia of Machine Learning and Data Mining;;;;;reference/ml/2017;https://doi.org/10.1007/978-1-4899-7687-1_900;;;reference/ml/Flach17;2017-07-12;;;210-217;;;encyclopedia;;;Classifier Calibration.;db/reference/ml/ml2017.html#Flach17;2017
10689;11337;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_763;;;reference/gis/X08wr;2017-07-12;;;651;;;encyclopedia;;;Mathematical Theory of Geosensor Networks.;db/reference/gis/gis2008.html#X08wr;2008
29618;2841872;Chris A. McMahon|Matt Giess|Yee Mey Goh|Ying Liu 0004;0000-0001-9319-5940|0000-0002-5028-9506;Foundations of Computational Intelligence (6);;;;;series/sci/2009-206;https://doi.org/10.1007/978-3-642-01091-0_7|https://www.wikidata.org/entity/Q57589388;;;series/sci/GohGML09;2018-11-14;;;151-169;;;;;;From Faceted Classification to Knowledge Discovery of Semi-structured Text Records.;db/series/sci/sci206.html#GohGML09;2009
50328;2877471;Christopher M. Bishop|Michael I. Jordan;;The Computer Science and Engineering Handbook;;;;;books/crc/tucker1997;;;;books/crc/tucker97/JordanB97;2017-07-09;;;536-556;;;encyclopedia;;;Neural Networks.;db/books/collections/tucker97.html#JordanB97;1997
28962;2841072;David B. Grimes|Rajesh P. N. Rao;;Creating Brain-Like Intelligence;;;;;series/lncs/5436;https://doi.org/10.1007/978-3-642-00616-6_7;;;series/lncs/GrimesR09;2017-05-16;;;103-138;;;;;;Learning Actions through Imitation and Exploration: Towards Humanoid Robots That Learn from Humans.;db/series/lncs/lncs5436.html#GrimesR09;2009
27801;28506;Geoffrey C. Fox;;Encyclopedia of Parallel Computing;;;;;reference/parallel/2011;https://doi.org/10.1007/978-0-387-09766-4_274;;;reference/parallel/Fox11;2017-07-12;;;352-360;;;encyclopedia;;;Computational Sciences.;db/reference/parallel/parallel2011.html#Fox11;2011
53987;2883321;Rob J. van Glabbeek;;Handbook of Process Algebra;;;;;books/el/01/BPS2001;https://doi.org/10.1016/b978-044482830-9/50019-9;;;books/el/01/Glabbeek01;2019-06-28;;;3-99;;;;;;The Linear Time - Branching Time Spectrum I.;db/books/collections/BPS2001.html#Glabbeek01;2001
